Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
World,WLD,Agricultural land (sq. km),AG.LND.AGRI.K2,..,37189665.5161139,37282412.5007331,37405407.8027427,37505717.904534,37624442.6892096,37696757.1801764,37822740.5092818,37913943.4939048,38142638.7131354,38192527.7878425,38297982.3850104,38388309.3012664,38574806.9015071,38650755.7016513,38736139.4023845,38711784.1999003,38691457.4045894,38742093.1003711,38859534.0971896,38976765.4016253,38992880.8986041,39156936.2997958,39231633.7997863,39525006.7981002,39807047.4983642,40031279.9995849,40201772.9998443,40373557.9996726,40502181.0060355,40670334.0059325,40775831.0039303,46812147.8110597,47290785.0062844,47507330.0082299,47561579.9920398,47663056.5488368,47867501.1703235,48013126.1713248,48052357.8640252,48110831.7726976,48083779.8511416,47960702.5542885,47816975.9511197,47923939.5705664,47929156.225844,47817121.0130435,47799137.8466952,47762211.3919249,47637426.0109749,47621750.4568002,48728564.6497223,48796540.8095476,48770736.0469428,48911665.7393947,48617502.9237905,48632687.6037517,..,..,..,..
World,WLD,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,35.6354496031242,35.7243273884138,35.8421791071664,35.938297097742,36.0520636482283,36.1213594748142,36.2420812654982,36.3294762453817,36.5486140287096,36.5964216883809,36.6974727428698,36.7840600569469,36.962788706414,37.0357304451932,37.1177277708923,37.0944647824067,37.0750333935861,37.1235536675159,37.2360990025797,37.3485293619812,37.3639429991891,37.5212240409441,37.5928155930094,37.8744739507944,38.1447734076171,38.3596055860542,38.5230121571156,38.6876274011551,38.8112475176865,38.9723802650532,39.0727577155382,37.154943992429,37.174091638852,37.3477597201641,37.3912724134553,37.4711796913091,37.6114047799498,37.7335386037383,37.762358085481,37.8042253594362,37.7833034518734,37.6872412033945,37.5743328592472,37.6588968559836,37.6630152592851,37.5464112542414,37.5291327959191,37.5080747031226,37.4105587750932,37.3975810905062,37.5068577169516,37.5613760418044,37.5415322215255,37.6526793711235,37.4218187965165,37.4307396653348,..,..,..,..
World,WLD,Arable land (% of land area),AG.LND.ARBL.ZS,..,9.80860188959106,9.83732527248496,9.94930439550465,9.99700604823419,10.0550669987508,10.0630823091148,10.1125617095237,10.2143828869751,10.370404607302,10.3511862439532,10.3218106621403,10.3056177544098,10.3775127902441,10.3722537226901,10.3712708206398,10.3936828277739,10.3550912000872,10.4053888779127,10.4354058875331,10.4407448533809,10.4167433572425,10.5466254256761,10.5662881641813,10.7330058601464,10.8270982955568,10.8966490504765,10.9246726549497,10.9323175973733,10.9691530014747,11.0011068497484,11.0283646516787,10.9280981277525,10.9150954417607,10.8963055230192,10.8762955256166,10.8109410087099,10.8459146122691,10.8693309861026,10.8724584317137,10.8435794499181,10.8204734651785,10.7834899101518,10.8160288160699,10.8393998869724,10.8716570763482,10.8036600214931,10.788611705462,10.8064035920026,10.7747848472901,10.744318995498,10.8018920767465,10.8735754479169,10.8946937137909,10.9586753314223,11.0320528564916,11.0597918828868,..,..,..,..
World,WLD,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1153481.99586417,..,..,..,..,..,..,..,..,..,1153481.99586417,..,..,..,..,..,..,..,..,..,1153481.99586417,..,..,..,..,..,..,..,..,..,..
World,WLD,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.01309775154127,..,..,..,..,..,..,..,..,..,1.01740974019686,..,..,..,..,..,..,..,..,..,1.01720354794168,..,..,..,..,..,..,..,..,..,..
World,WLD,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,135735.137165607,..,..,..,..,..,..,..,..,..,135735.137165607,..,..,..,..,..,..,..,..,..,135735.137165607,..,..,..,..,..,..,..,..,..,..
World,WLD,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.117618370809471,..,..,..,..,..,..,..,..,..,0.118729404669968,..,..,..,..,..,..,..,..,..,0.118725639171296,..,..,..,..,..,..,..,..,..,..
World,WLD,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.13071612235074,..,..,..,..,..,..,..,..,..,1.13613914486683,..,..,..,..,..,..,..,..,..,1.13592918711298,..,..,..,..,..,..,..,..,..,..
World,WLD,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41282694.9,41210027.5,41137360.5,41064693.4,40992025.9,40919358.7,40846691.3,40774024.2,40701356.7,40628689.7,40556022.3,40510303.3,40464584.1,40418865.2,40373146,40327427,40293287.6,40259147.7,40225008.7,40190869.1,40156729.7,40123639.2,40090560.5,40057482,40024403.3,39991324.6,39958245.9,..,..,..,..
World,WLD,Forest area (% of land area),AG.LND.FRST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.6245086168632,31.5688153292488,31.6204672170759,31.5655089667508,31.5124955898908,31.4573438727645,31.4015862260579,31.3290220596323,31.2794376768603,31.2219649911102,31.1706901936844,31.1358197760399,31.1012044270228,31.0660899299073,31.0313628883713,30.9962380417869,30.9712308197343,30.9450297947914,30.9226052199397,30.8967480813429,30.869964085276,30.8443891425701,30.8198468330224,30.7946739562124,30.7695680405394,30.7442644053976,30.716420940783,..,..,..,..
